track_id,track_name,track_artist,playlist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3
4RnXwGmNg54Luun5PWcnzR,Mala Conducta,Alexis y Fido,latin,0.711,0.841,6,-4.775,0,0.0917,0.231,9.85e-05,0.191,0.964,176.027,0,0.8013393293343828,3.817658582225955e-71,0.19835747687200472,0.0003031937936121149
2MZxGY9My3WGVZNfOcXptn,Get Wild,Lost My Name,pop,0.693,0.734,5,-6.9,0,0.0565,0.00219,1.29e-05,0.163,0.828,131.967,2,0.013117466089123604,0.001178653286883264,0.9856906544104408,1.3226213552329932e-05
6ZnVDTG0j7uod6iEwf5nF8,Until the End (feat. Joe Gil),Dirty South,edm,0.575,0.847,11,-4.687,0,0.0298,0.0138,0.00904,0.201,0.641,129.004,1,3.1668045245452273e-183,0.9939023634392183,5.776168093532422e-89,0.006097636560781827
1OFKUn2VLafrHj7ybnap0Q,Only Wanna Be with You,Hootie & The Blowfish,rock,0.49,0.873,6,-5.861,1,0.0355,0.107,5.19e-06,0.118,0.513,103.272,2,0.015185661525461577,3.191171592230011e-16,0.9847979844089456,1.6354065592518565e-05
2b7FqlHc3JrzlYtGEkzq22,Juicy - 2007 Remaster,The Notorious B.I.G.,rap,0.873,0.816,9,-4.645,1,0.256,0.483,0.0,0.146,0.79,96.067,0,0.9998833943875478,0.0,1.5156757016960945e-24,0.00011660561245182536
7pv8xZYGo3FAZFd2R4OP0F,Gunnin' for You,Nick Nolan,rap,0.15,0.7,7,-5.113,1,0.0359,0.0212,0.483,0.104,0.341,66.76,3,0.0,0.006493871239949442,0.0,0.9935061287600522
7uLfw6yj5AbSaQTDwUVzzI,Oblivion,Zayde Wølf,rock,0.253,0.49,0,-8.187,0,0.0373,0.0169,0.0337,0.111,0.0549,72.955,3,0.0,0.010458040314695796,0.0,0.9895419596853055
7jZHUhAmW5oq1cq6s8IxmK,Sun Models (feat. Madelyn Grant),ODESZA,pop,0.683,0.481,8,-9.174,0,0.075,0.191,0.736,0.0907,0.47,120.001,3,0.0,1.3866957145274296e-45,0.0,1.0
45ZGEdLxCZvdMX9jWlsAAx,I Don't Belong In This Club,Why Don't We,pop,0.797,0.543,11,-5.744,1,0.0439,0.0202,0.0,0.0726,0.164,115.036,2,0.018097096217095023,0.0007782933181150973,0.9811015791585092,2.3031306280538648e-05
5nKI7U4XDUEQBX4vxUnGWh,Heartbreak,Blasterjaxx,edm,0.605,0.867,2,-4.993,1,0.0447,0.0102,4.99e-05,0.861,0.296,128.024,0,0.8972161168942956,0.10278217196313774,2.138395898276121e-10,1.7109287279324055e-06
4Pzzu5xpOc3e41d2M4MWxi,Celebrate Tonight,Allen Stone,r&b,0.596,0.476,2,-9.34,1,0.0457,0.102,0.0,0.136,0.361,181.817,2,0.09666930848761494,1.0078959993510945e-17,0.903309881121335,2.0810391049865706e-05
6mht0HfWSayOESGoaXEShd,I'm Walking on Sunshine,Carl Wave,pop,0.552,0.953,10,-1.336,1,0.0497,0.0623,0.0,0.0158,0.805,108.968,2,0.011900950705174182,6.094134087404312e-07,0.9880793088908982,1.913099051878386e-05
47TqCCnEliDp8NRDyIQoQq,You Make Me Wanna...,Usher,r&b,0.761,0.639,5,-7.577,0,0.0539,0.0359,0.0,0.0945,0.922,164.088,2,0.022478343289709636,2.1548594640565776e-05,0.9774820905483331,1.8017567316491284e-05
6ySAkz3R1jotVu3sVWL9gy,In Hypnose,Deborah de Luca,edm,0.805,0.916,6,-6.279,1,0.0531,0.00125,0.948,0.113,0.222,124.992,1,0.0,0.9994362825610178,0.0,0.0005637174389826416
7q80FRFj4EZITbHS51m1OG,Daylight,Yves V,edm,0.623,0.838,1,-5.177,0,0.0445,0.0543,0.0103,0.679,0.11,127.984,1,1.8611182855628547e-234,0.9667044725083697,4.392783636581766e-121,0.033295527491630866
04pcMIy3xrbNpecnb0Ii8q,What's Love Got to Do with It,XY&O,pop,0.677,0.497,7,-6.329,1,0.0395,0.0777,0.0,0.104,0.24,102.001,2,0.013588036809460365,1.2331136535070068e-09,0.9863994063502732,1.255560715281996e-05
1JkZg3eMQTmTn93E8Yd3UL,I Want You to Want Me,Cheap Trick,rock,0.806,0.462,2,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726,3,0.0,0.0,1.3363088474259298e-222,1.0
2mb1XdzL8GCVJhiz6JxVtw,Juice,London Jae,r&b,0.905,0.346,9,-11.649,0,0.407,0.0111,0.0,0.506,0.43,86.99,0,0.999994684614472,1.596249047209791e-62,5.891197556132669e-61,5.315385528227396e-06
4ioAA5k5UMFnRaFmk7T7Jw,"Like Father, Like Son",Struggle Jennings,rap,0.608,0.665,2,-7.521,0,0.0353,0.0511,0.0,0.2,0.206,89.953,2,0.013765366128354542,6.621728028551845e-06,0.9862172964453153,1.071569830159114e-05
58ubvrlEOugu8SunT0qZIv,American Capitalist,Five Finger Death Punch,rock,0.484,0.995,1,-3.892,0,0.238,7.27e-06,0.00198,0.208,0.0436,150.04,3,2.9421427417689455e-06,3.355949779264854e-10,6.263673608365871e-11,0.9999970574590268
0trjvNuATk3tEwIpXRr16m,"Broken Homes (feat. Nafe Smallz, M Huncho & Gunna)",The Plug,r&b,0.856,0.621,6,-8.71,1,0.0499,0.162,0.0,0.116,0.635,126.983,2,0.047045055775623734,1.5966215022656857e-32,0.9529303494073296,2.459481704664997e-05
1PI87c2lTmkjNUG6EHzvgc,Hype,Kid 'N Play,rap,0.902,0.352,9,-15.897,0,0.0912,0.00185,0.0,0.0867,0.695,134.417,2,0.4355471884314641,5.711920582763739e-06,0.5639935523485453,0.0004535472994074782
28r8mD037GEBPG5a65YdDQ,Keep It 100,Grandtheft,rap,0.623,0.947,1,-3.347,1,0.25,0.00598,0.788,0.279,0.457,164.029,3,0.0,6.9146707623912166e-12,0.0,0.9999999999930846
7wPRHlzWJR9xxbDBXAHNBL,Feeling,Lucas Estrada,latin,0.707,0.643,10,-10.614,0,0.0485,0.304,0.668,0.157,0.468,99.974,3,0.0,3.747589614434865e-117,0.0,1.0
6I8gVxB8KT0XyYKnVyarys,Being Alive,Hardwell,edm,0.589,0.751,6,-5.124,0,0.0975,0.014,3.09e-06,0.549,0.178,128.269,0,0.9738279618512199,0.02350272705405003,0.0025673235020316353,0.0001019875926983859
14no1rD0brutYOOJq8h0fe,Lifelong Dayshift,Middle Class Rut,rock,0.424,0.979,11,-2.843,1,0.0805,0.00158,7.45e-06,0.281,0.28,165.921,2,0.010266979268442535,0.0021986343035110467,0.9875185685550095,1.5817873036807386e-05
6JqpFboOH2bq9pzaYbkKBn,R.I.P. (feat. Rita Ora & Anitta),Sofia Reyes,latin,0.764,0.752,8,-3.713,0,0.0711,0.18,0.0,0.0701,0.698,100.066,2,0.0857369989250265,2.2915381200484653e-40,0.9142123399026789,5.066117229462001e-05
4nR2XMmaptPEEwCP8msaJC,On Bended Knee,Boyz II Men,r&b,0.636,0.459,8,-10.313,1,0.0366,0.392,0.0,0.113,0.183,116.628,0,0.9994078250428332,4.512761326714825e-199,6.0265928641025825e-05,0.0005319090285255999
1AtJv3Zzf4DA9UfX822V6D,Baby 8,YBN Nahmir,rap,0.656,0.675,1,-9.476,1,0.44,0.0303,0.0,0.344,0.475,162.839,0,0.9999961635913421,9.956353434646848e-66,1.7462742117324057e-61,3.8364086576874636e-06
6FeGkJquvWWoAOa3rMM6EB,Riptide - FlicFlac Edit,Vance Joy,latin,0.708,0.667,8,-7.934,1,0.0418,0.253,0.000692,0.0878,0.634,115.987,2,0.21446158849045138,1.2445682218744375e-79,0.7846666560744145,0.0008717554351342851
74iQ3gahRTOGc19bYadBE3,Thank You (Falettinme Be Mice Elf Agin) - single master,Sly & The Family Stone,r&b,0.9,0.709,9,-12.683,1,0.0636,0.296,0.00047,0.0863,0.897,105.822,0,0.6453856981591773,2.91593590597223e-108,0.3535974713854296,0.0010168304553928795
79zshLLUoqncCBkd9YfVUE,Light,Jerome,edm,0.36,0.89,8,-5.645,1,0.0383,0.0171,0.252,0.146,0.0897,106.554,1,0.0,0.9869899196976466,0.0,0.013010080302354218
4JfmN8cwHrE4sxXrAPPPNV,La vida loca,White 2115,rap,0.665,0.614,0,-8.837,1,0.0381,0.1,0.0,0.12,0.422,150.082,2,0.027090882068074095,1.3871809746356134e-14,0.9728956214710627,1.3496460849358846e-05
217bRMES4HVbPdUe8l8ECN,El Malo,Aventura,latin,0.812,0.506,1,-10.729,1,0.0533,0.143,0.0,0.132,0.701,125.941,2,0.033524543126100446,6.807869386409861e-26,0.966454752193584,2.070468031555612e-05
3FX1ELIrd9B6YsmJX2Qwao,Volaré - Artury Pepper Remix,T-Bone,latin,0.552,0.926,10,-5.967,1,0.0335,0.000227,0.069,0.144,0.16,127.978,1,0.0,0.9944141776416121,0.0,0.005585822358387585
6IwKcFdiRQZOWeYNhUiWIv,No One,Alicia Keys,edm,0.644,0.548,1,-5.416,0,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,2,0.013915939867617055,0.00018315456850804456,0.9858855347932503,1.5370770624727703e-05
57ysLbmFhxX9WL9e5QTAmz,The Way That You Love Me,Paula Abdul,r&b,0.766,0.852,1,-8.297,1,0.0729,0.0932,0.00343,0.0825,0.886,119.969,3,8.705460568561769e-24,3.2320016345131233e-07,3.668760073277388e-08,0.999999640112235
7EzQpS56OD25OuAU0HMivB,Baila Mi Corazón,Belanova,pop,0.624,0.729,5,-4.665,1,0.0269,0.0153,0.0676,0.259,0.33,132.053,1,0.0,0.9934422517232275,0.0,0.0065577482767722114
2sXnHk6Bvw3RByVMpbcc5A,This Ain't the Way,Jeremy Passion,r&b,0.534,0.311,8,-9.141,1,0.0511,0.54,0.0,0.104,0.0853,115.219,0,0.9993090520856925,0.0,5.663978193342926e-12,0.0006909479086434489
2Yv2mHzr5AQavVdwQjEokV,Hand Me Downs,Mac Miller,rap,0.677,0.33,2,-11.198,1,0.149,0.474,0.000871,0.064,0.336,68.985,0,0.9940494478751019,4.8582341155959976e-300,3.7727679409627783e-13,0.005950552124521304
4Qh2aIeltkTKXD73wg8aGe,Chichi,Periko & Jessi Leon,latin,0.892,0.796,1,-3.79,0,0.109,0.109,0.0,0.0927,0.688,110.008,2,0.20196088531246834,1.5889445711828203e-15,0.7979123151964279,0.00012679949110184368
2dtRDOAIVi1RhZ1LZpiXn0,Koi,Night Tempo,r&b,0.702,0.908,5,-5.518,0,0.335,0.0276,0.00387,0.222,0.645,122.037,3,7.755592214121809e-30,4.1886133584746005e-29,4.0083486652961676e-41,1.0
4qO03RMQm88DdpTJcxlglY,Call Me,Blondie,rock,0.56,0.825,2,-6.711,0,0.0347,0.000785,0.00246,0.0892,0.74,142.669,1,4.1633054117379487e-13,0.9914751685514243,0.0004982676770598915,0.008026563771099546
1cg5GVCTWza8bQnxM2FHia,Azumba,Gregor Salto,latin,0.806,0.993,3,-5.737,0,0.054,0.00668,0.77,0.0877,0.608,128.036,1,0.0,0.9977277291791028,0.0,0.0022722708208968924
2kJqNHHGOzLNahukdvlDWN,Drive,Oh Wonder,pop,0.657,0.456,9,-8.351,1,0.0961,0.705,8.84e-06,0.084,0.381,141.735,0,0.9995825547925294,0.0,6.170526967404465e-22,0.0004174452074705201
3XWVTJyqhr9R8mblP0a1an,Tempo,Thyse,edm,0.614,0.928,8,-4.379,1,0.0478,8.53e-05,0.17,0.379,0.0643,129.995,1,0.0,0.9985026680674782,0.0,0.0014973319325214563
6B6MWIzXwsTWQpqYzw9bBI,Mo Reala,Zaytoven,rap,0.878,0.52,9,-7.58,1,0.131,0.218,0.0,0.119,0.337,110.996,0,0.9931346921497428,8.99085016454398e-62,0.0064676849414139065,0.00039762290884328935
5I9cUsP08mVoll09AgkenG,Coastal Walks,.Sinh,rap,0.579,0.13,11,-16.266,0,0.0973,0.447,0.928,0.09,0.59,76.006,3,0.0,1.271014294997601e-270,0.0,1.0
71uQWxtXZDImodR71xdaWN,A Life Within a Day,Squackett,rock,0.398,0.722,9,-7.767,0,0.0445,0.0177,0.0174,0.227,0.403,77.497,1,0.0,0.7306813349074622,0.0,0.26931866509253805
6U20jK4eAcXGUuodqMugY6,Elis,Sofía Campos,latin,0.747,0.556,0,-9.219,1,0.0706,0.231,1.56e-06,0.0942,0.829,158.157,2,0.47920150133291767,7.161105540306246e-69,0.5205857506690893,0.00021274799799322764
7lRp0mTu0oAaN3avFuouoQ,X - Spanglish Version,Nicky Jam,latin,0.658,0.721,9,-3.803,0,0.0699,0.00217,0.000396,0.341,0.677,180.033,2,0.2275172829592213,0.0001323185919988138,0.7722989837589884,5.14146897913117e-05
31F0KxmTD4rz3o0tJht5RL,Ordinary Pleasure,Toro y Moi,r&b,0.878,0.779,7,-7.283,1,0.135,0.118,0.0192,0.104,0.778,115.009,3,0.0,1.0541446154956732e-15,0.0,0.9999999999999982
0lOe1dR2TNkJMCjIcRuw6T,Westside Story,The Game,rap,0.876,0.647,11,-3.917,1,0.28,0.16,0.0,0.238,0.961,86.993,0,0.9999410978850293,7.852918688050743e-55,6.722846294254674e-23,5.8902114970685546e-05
6ydCAmvfPBYxCnqdDZAZ6d,Back In The City,Alejandro Sanz,latin,0.753,0.754,10,-6.285,0,0.0385,0.443,0.0,0.112,0.853,127.992,0,0.9994460884160722,6.02882246487397e-255,2.0632764536133868e-06,0.0005518483074738408
2DFi8rwHcVkTTgu7PULhtI,My Type,Saint Motel,pop,0.596,0.897,10,-2.94,1,0.0462,0.0641,5.24e-05,0.0628,0.578,118.0,2,0.008552021028146067,4.1461197007749926e-07,0.9914356678513151,1.1896508568787687e-05
6xGAe69Vn07PnQQPQI083T,A Song For Mama,Boyz II Men,r&b,0.571,0.434,7,-8.852,1,0.0364,0.452,0.0,0.118,0.15,75.016,0,0.9995766958945883,2.331179302500504e-266,1.3720536473701063e-07,0.0004231669000466184
3x8N0uirzvvWp3Fjhz7p3o,Idlip,Imago,rock,0.467,0.458,7,-6.274,1,0.0263,0.305,0.0,0.155,0.288,52.017,0,0.9977990478672114,4.505032972531588e-121,0.0019282594788785118,0.0002726926539102717
5aC5KtkmNBfX1iFX4EVfCO,Decatur Psalm,OutKast,rap,0.742,0.627,4,-8.921,0,0.326,0.316,0.0,0.168,0.586,81.04,0,0.9999853752263893,3.619548111829933e-166,4.569913356767815e-36,1.4624773610564503e-05
5E8qApJDRE7oKmhZb4rpmz,Only You,J. Lewis,latin,0.767,0.822,5,-8.24,0,0.147,0.207,0.0,0.126,0.71,98.023,0,0.9985505192221711,2.1043498595851687e-57,0.001142191873990101,0.00030728890383890977
1jD3Cb99wZ68V0obSEKFw8,Juicy,The RH Factor,r&b,0.606,0.343,0,-12.022,1,0.0492,0.596,0.524,0.529,0.512,74.637,3,0.0,0.0,0.0,1.0
3dh2LlmeMqKJbzn2WUgt3d,Pride (In The Name Of Love) - Remastered 2009,U2,rock,0.458,0.843,4,-7.201,1,0.0316,0.00135,0.000296,0.778,0.713,105.701,0,0.9656993868347654,0.034293341059990615,4.852837439179817e-08,7.223576868952236e-06
5P1eorfAD2voGnX7ZbuvFz,Can't Stop Your Lovin',Poolside,pop,0.705,0.782,1,-6.284,0,0.0377,0.672,0.00496,0.138,0.963,90.997,3,2.665394431128206e-52,0.0,3.636456866215483e-41,1.0
3EYTVekyY04eqdoi2iGlgJ,1 Adam 12,Delinquent Habits,latin,0.804,0.702,1,-8.566,1,0.175,0.0176,4.01e-05,0.301,0.727,92.97,0,0.9998258097617211,3.6834096721346866e-09,1.1208337963595116e-06,0.00017306572107285526
1BozLp4I0BcqA5hDAhxV8h,Camarim,Maquiny,rap,0.756,0.71,4,-6.499,0,0.107,0.423,1.16e-05,0.1,0.46,117.064,0,0.9995411313676298,1.4973213148105845e-234,6.269776532199065e-07,0.00045824165471677414
2S7GH9bhVzZY6ToOc4T7Q8,Blink,Meghan Trainor,r&b,0.545,0.581,7,-6.557,0,0.125,0.0117,2.55e-06,0.0915,0.615,175.664,0,0.8615010288079892,2.3672900161298455e-06,0.1381774528629221,0.0003191510390723219
1sSJ9RmiIozRo4eDcTqVVw,Old English,Ese Lil Joker,latin,0.906,0.44,10,-12.278,0,0.252,0.014,1.33e-05,0.178,0.771,93.663,0,0.9998500827112158,9.001220396155562e-23,2.063548280170729e-18,0.00014991728878395154
3A2a0y5rcJWhm1GJq04tuV,Die Echten,Capital Bra,rap,0.626,0.76,9,-4.926,1,0.377,0.0654,9.15e-06,0.0697,0.407,99.092,0,0.9999948312108478,2.8775399471403887e-53,1.8694900094749853e-43,5.1687891521364435e-06
7bxnKAamR3snQ1VGLuVfC1,City Of Lights - Official Radio Edit,Lush & Simon,edm,0.428,0.922,2,-1.814,1,0.0936,0.0766,0.0,0.0668,0.21,128.17,2,0.019019168917774915,5.992410371133032e-10,0.9809374717069154,4.335877606876326e-05
71X7bPDljJHrmEGYCe7kQ8,The Schuyler Sisters,Renée Elise Goldsberry,pop,0.74,0.727,2,-6.253,1,0.278,0.186,0.0,0.627,0.792,101.408,0,0.999982846630534,9.3742763318888e-66,2.4533441559825426e-28,1.7153369465584188e-05
2c1EGwagV1sT73NimGsqIh,Ain't No Saint,Peg Parnevik,pop,0.55,0.763,4,-3.72,0,0.0363,0.016,0.00013,0.344,0.531,84.637,2,0.14586137110481814,0.001754596896223764,0.8523414609427327,4.257105622543733e-05
7C97zVkSR26zYXVEsmZOJh,Keep Us Down,Blackcode,edm,0.476,0.687,2,-3.172,0,0.0653,0.69,0.0,0.315,0.261,127.945,0,0.9994770540457889,0.0,7.927397287757863e-23,0.0005229459542110129
478J9iKJwF4ZGOFYEYz8s9,Rolling Thunder,Yoshi Flower,pop,0.757,0.673,7,-6.733,1,0.185,0.0736,0.0,0.111,0.482,107.178,0,0.9997549126163692,3.3182833277139724e-15,2.1085807056022495e-06,0.00024297880292182305
0rrVn0KMlLHtAklzUrrfoj,Next Song,DaBaby,rap,0.81,0.754,5,-6.138,0,0.302,0.0243,0.0,0.255,0.68,148.091,0,0.9999493182384752,4.370355221898703e-27,6.711244858624268e-24,5.0681761524801746e-05
1i3z3GR1JtLswOSJNO0BQw,"You Can't Stop The Girl (From Disney's ""Maleficent: Mistress of Evil"")",Bebe Rexha,latin,0.394,0.718,7,-6.336,1,0.0607,0.706,0.0,0.116,0.247,151.912,0,0.999264821450634,0.0,2.230778724306079e-23,0.0007351785493662973
1hwN2eAwsXgktvw9Qe8TrP,Photograph,Ringo Starr,rock,0.617,0.696,4,-12.739,1,0.0282,0.0155,0.000199,0.108,0.9,111.136,2,0.008053247352369541,0.002378155855264639,0.9895490733430164,1.952344934929773e-05
6XSKfR48lYGFOaaBWEMWOb,Spooky (Duke Skellington Remix),Kumiho,edm,0.874,0.72,5,-3.682,0,0.0491,0.0245,0.0187,0.131,0.603,123.997,1,0.0,0.986181551193604,0.0,0.01381844880639643
3u4RKvwDT3CKeYbjxqXEye,Dangerous,Michael Jackson,r&b,0.943,0.708,10,-4.686,1,0.116,0.025,2.33e-05,0.0846,0.581,112.959,2,0.4420337050603624,0.0006224664260165849,0.5570630847374957,0.00028074377612522005
3HPLc89ZI535u9AfHjWk0F,Ojitos Cafe,18 Kilates,latin,0.848,0.874,2,-7.179,1,0.0902,0.228,0.0,0.089,0.961,102.001,2,0.4631059652876208,8.862448317623051e-65,0.5365601524762312,0.0003338822361482738
5UEtsmhfAtUb1KmPGougtO,Recuérdame,Pablo Alborán,latin,0.512,0.455,0,-6.775,0,0.0332,0.0998,0.0,0.151,0.0759,143.149,2,0.03061400800608498,2.4606445431096893e-15,0.9693618238980924,2.416809582028485e-05
2MDEiwNwrXkZzx0LRjcF3g,Together - Extended Mix,The Magician,pop,0.776,0.759,10,-5.956,0,0.0458,0.008,0.00234,0.0853,0.52,122.003,1,1.554014424022608e-11,0.9903529829607276,0.0014990101851648063,0.008148006838567558
1XoPyLfeY1ICagE5j8jOTm,Cyclone,Trove,pop,0.518,0.774,5,-6.973,0,0.158,0.0783,0.0,0.152,0.69,91.982,0,0.9995707233245925,1.2587641301251896e-14,0.00016090424892691415,0.0002683724264680426
3O02na9eg60QnVMTvBLml5,Rockin' with the Best,KRU172,rap,0.885,0.787,6,-4.946,1,0.248,0.045,0.0,0.151,0.861,94.996,0,0.9998985188263078,2.88599405221648e-19,8.373673169818278e-15,0.00010148117368386258
